156,GLG 420,"Pre-requisite: Engineering, Math or Science major; Minimum Junior standing"
157,GLG 110,
158,GLG 110,
159,GLG 101,
160,GLG 101,
161,GLG 471,Prerequisite(s): CEE 341 or MEE 340 or GLG 362 with C or better; Credit is allowed for only CEE 440 or CEE 545 or CEE 598 (Hydrology) or GLG 471 or GLG 490 (Hydrology)
162,GLG 460,Prerequisite(s): AST 112 or BIO 182 or BIO 282 or GLG 102 or SES 122 with C or better; one 300-level course in AST or BIO or CHM or GLG or MIC or PHY or SES with C or better; Credit is allowed for only AST 460 or GLG 460
163,GLG 108,Credit is allowed for only GLG 108 or SOS 182
164,GLG 108,Credit is allowed for only GLG 108 or SOS 182
165,GLG 576,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only GLG 476 or GLG 576 or GLG 494/598 (Climate Science for Sustainability) or SOS 476 or SOS 576 or SOS 494/598 (Climate Science for Sustainability)
166,GLG 455,Prerequisite(s): GLG 310 with C or better; Pre- or corequisite(s): GLG 451 with C or better if completed
167,GLG 481,"Prerequisite(s): BCH 341, CHM 341, CHM 346, or GLG 321 with C or better; Credit is allowed for only CHM 481 or GLG 481"
168,GLG 546,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only GLG 546 or GLG 598 (Advanced Watershed Hydrology) or CEE 546
169,GLG 549,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only CEE 549 or CEE 598 (Ecohydrology of Semiarid Landscapes) or GLG 549 or GLG 598 (Ecohydrology of Semiarid Landscapes)
170,GLG 451,Prerequisite(s): GLG 310 with C or better; Pre- or corequisite: GLG 321
171,GLG 418,Prerequisite(s): MAT 272 or 267 with C or better; PHY 131 with C or better; PHY 132 with C or better OR MAT 272 or 267 with C or better; PHY 151 with C or better
172,GLG 424,Prerequisite(s): GLG 321 with C or better
173,GLG 441,Prerequisite(s): GLG 101 or SES 121 with C or better; GLG 310 or 321 with C or better
174,GLG 452,Prerequisite(s): GLG 310 with C or better; GLG 321 with C or better; GLG 451 with C or better
175,GLG 362,Prerequisite(s): GLG 101 or SES 121 with C or better; MAT 266 or 271 with C or better
176,GLG 301,"Prerequisite(s): ENG 101, 105 or 107 with C or better; GLG 101, 102, 110, GPH 111 or SES 121; MAT 117 or higher; Credit is allowed for only GLG 301, 394 (Earth Sci in AZ & SW) or SOS 372"
177,GLG 422,Prerequisite(s): GLG 420 with C or better
178,GLG 485,"Prerequisite(s): CHM 341, CHM 346, or GLG 321 with C or better; Credit is allowed for only GLG 485 or CHM 485"
179,GLG 430,Prerequisite(s): GLG 102 or SES 12 with C or better; GLG 104 or SES 124
180,GLG 310,"Prerequisite(s): GLG 101 or SES 121 with C or better; MAT 170, 171, 210, 251, 265, or 270 with C or better"
181,GLG 419,Pre-requisite(s):  MAT 267 or MAT 272 with C or better;  PHY 131 and 132 (or PHY 151) with C or better
182,GLG 325,"Prerequisite(s): BIO 100, BIO 182, BIO 282, GLG 101, or SES 121 with C or better; CHM 101, 113, or 114 with C or better; Credit is allowed for only BIO 325 or CHM 385 or GLG 325"
183,GLG 304,"Prerequisite(s): ENG 101, ENG 105 or ENG 107 with C or better; GLG 101, GLG 102, GLG 110, GPH 111, SES 121, or minimum junior standing; Credit is allowed for only GLG 304, GLG 394 (Minerals, Energy & Society) or SOS 373"
184,GLG 327,"Prerequisite(s) with C or better: GLG 101 & 103 or SES 121 & 123; MAT 170, 171, 210, 251, 265 or 270; PHY 101, 111, 121, or 150 or CHM 101, 107, 113, or 114 or BIO 100, 181, 182, 281, or 282; Credit is allowed for only GLG 327 or SOS 374"
185,GLG 321,"Prerequisite(s): CHM 113 (or both CHM 111 and 117 or 114) with C or better; MAT 170, 210, 265 or 270 with C or better"
186,GLG 305,Prerequisite(s): BIO 100 or CHM 101 (or higher) or PHY 101 (or higher) with C or better; GLG 101 or SES 121 with C or better; MAT 170 or 210 or 251 with C or better
187,GLG 410,Prerequisite(s): GLG 101 or SES 121 with C or better
188,GLG 489,Prerequisite(s): CHM 302 or GLG 321 or GLG 481 with C or better; Credit is allowed for only CHM 489 or GLG 489 or GLG 490 (Field Geochemistry)
189,GLG 340,Prerequisite(s): minimum 45 hours; Credit is allowed for only GLG 340 or GLG 394 (Geologic Hazards of the Mediterranean)
190,GLG 476,Prerequisite(s): minimum 45 hours; Credit is allowed for only GLG 476 or GLG 576 or SOS 476 or SOS 576 or GLG 494 (Climate Sci Sustain) or GLG 598 (Climate Sci Sustain) or SOS 494 (Climate Sci Sustain) or SOS 598 (Climate Sci Sustain)
191,GLG 103,Credit is allowed for only ENV 103 or GLG 103
192,GLG 103,
193,GLG 102,
194,GLG 435,Prerequisite(s): GLG 102 or SES 122 with C or better; GLG 321 with C or better
195,GLG 394,
196,GLG 494,
197,GLG 104,Co-requisite: GLG 102
198,GLG 598,Prerequisite(s): degree- or nondegree-seeking graduate student
199,GLG 464,Prerequisite(s): Earth and Environmental Studies BA major; GLG 305 with C or better; GLG 327 with C or better; senior standing
200,GLG 591,Prerequisite(s): degree- or nondegree-seeking graduate student
201,GLG 194,
202,GLG 294,
203,GLG 490,
204,GPH 214,
205,GPH 212,
206,GPH 511,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
207,GPH 595,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
208,GPH 695,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
209,GPH 790,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
210,GPH 792,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
211,GPH 799,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
212,GPH 599,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
213,GPH 584,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
214,GPH 684,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
215,GPH 596,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
216,GPH 691,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
217,GPH 680,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
218,GPH 433,Credit is allowed for only GPH 433 or 598 (Alpine & Arctic Environments)
219,GPH 418,
220,GPH 693,Prerequisite(s): degree- or nondegree-seeking graduate student
221,GPH 795,Prerequisite(s): degree- or nondegree-seeking graduate student
222,GPH 590,Prerequisite(s): degree- or nondegree-seeking graduate student
223,GPH 191,Pre-requisites: Freshman standing; Maximum 25 hours
224,GPH 314,Pre-requisite: Minimum 45 hours
225,GPH 211,
226,GPH 592,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
227,GPH 690,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
228,GPH 381,
229,GPH 213,
230,GPH 215,
231,GPH 210,
232,GPH 513,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only GPH 413 or GPH 513 or GPH 598 (Meteorological Instrmnttn M)
233,GPH 112,Pre- or corequisite(s): GPH 111
234,GPH 111,
235,GPH 413,Prerequisite(s): GPH 213 with C or better
236,GPH 267,"Prerequisite(s): ENG 101, ENG 105, or ENG 107 with C or better"
237,GPH 484,
238,GPH 493,Prerequisite(s): Barrett Honors student
239,GPH 474,Prerequisite(s): MAT 267 or 272 with C or better; PHY 131 with C or better; PHY 132 with C or better OR MAT 267 or 272 with C or better; PHY 151 with C or better
240,GPH 492,Prerequisite(s): Barrett Honors student
241,GPH 412,Prerequisite(s): GPH 111; MAT 270; PHY 121/122 with C or better; Credit is allowed for only GPH 412 or GPH 591 (Physical Meteorology)
242,GPH 475,Prerequisite(s): GPH 474 with C or better
243,GPH 405,Prerequisite(s): minimum junior standing; Credit is allowed for only GPH 405 or GPH 505
244,GPH 409,Prerequisite(s): MAT 265 or 270 with C or better; Pre- or corequisite(s): PHY 121 or 150
245,GPH 410,Prerequisite(s): GPH 409 with C or better
246,GPH 414,Prerequisite(s): GPH 111 or 213 or 314 with C or better
247,GPH 692,Prerequisite(s): degree- or nondegree-seeking graduate student
248,GPH 499,
249,GPH 491,
250,GPH 422,Prerequisite(s): BIO 181 or GPH 111 or PLB 200 with C or better; Credit is allowed for only BIO 430 or GPH 422 or PLB 422
251,GPH 569,"Pre-requisite: Graduate student (degree seeking or nondegree seeking); Credit is allowed for only GPH 394 (Digital Analysis of Remotely Sensed Data), 569 or 598 (Digital Analysis of Remotely Sensed Data)"
252,GPH 294,
253,GPH 394,
254,GPH 591,Prerequisite(s): degree- or nondegree-seeking graduate student
255,GPH 494,
256,GPH 598,Prerequisite(s): degree- or nondegree-seeking graduate student
257,ITA 484,
258,ITA 499,
259,ITA 493,Pre-requisite: Barrett Honors student
260,ITA 492,Pre-requisite: Barrett Honors student
261,ITA 201,
262,ITA 102,
263,ITA 202,
264,ITA 101,
265,ITA 590,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
266,ITA 550,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only ITA 494 (Italian for Reading Knowledge) or ITA 550
267,ITA 112,Credit is allowed for only ITA 112 or ITA 194 (Italian for Spanish Speakers) or ITA 194 (Italian for Romance Language Speakers)
268,ITA 110,Credit is allowed for only ITA 101 or ITA 102 or ITA 110 or ITA 111
269,ITA 413,Prerequisite(s): ITA 311 or 312 with C or better
270,ITA 311,Prerequisite(s): ITA 202 with C or better
271,ITA 315,Prerequisite(s): ITA 202 with C or better
272,ITA 322,Prerequisite(s): ITA 202 with C or better
273,ITA 312,Prerequisite(s): ITA 202 with C or better
274,ITA 420,
275,ITA 350,"Prerequisite(s): ENG 102, 105, or 108 with C or better; Credit is allowed for only ITA 350 or ITA 394 (Food and Culture: Mediterranean Lifestyle in Italy) or SLC 350 or SLC 394 (Food and Culture: Mediterranean Lifestyle in Italy)"
276,ITA 414,"Prerequisite(s): ENG 102, 105, or 108 with C or better OR min 45 hours; Credit is allowed for only FRE 414 or FRE 494 (French & Italian Pop Culture) or ITA 414 or ITA 494 (French & Italian Pop Culture) or SLC 414 or SLC 494 (French & Italian Pop Culture)"
277,ITA 210,Prerequisite(s): ITA 102 with B or better or ITA 110 with C or better; Credit is allowed for only ITA 201 or ITA 202 or ITA 210
278,ITA 423,"Prerequisite(s): ENG 102, 105, or 108 with C or better or minimum 45 hours; Credit is allowed for only FMS 423 or ITA 423 or SLC 423 or ITA 494/SLC 494 (Italian Organized Crime in Films and History) or FMS 494/ITA 494/SLC 494 (Mafia & Film)"
279,ITA 319,Prerequisite(s): ITA 202 with C or better
280,ITA 394,
281,ITA 494,
282,ITA 321,Prerequisite(s): ITA 202 with C or better
283,ITA 194,
284,ITA 598,Prerequisite(s): degree- or nondegree-seeking graduate student
285,ITA 294,
286,MTE 394,
287,MTE 784,
288,MTE 585,
289,MTE 599,
290,MTE 499,
291,MTE 595,
292,MTE 590,
293,MTE 484,
294,MTE 795,
295,MTE 799,
296,MTE 792,
297,MTE 298,Pre-requisite: Barrett Honors student
298,MTE 492,Pre-requisite: Barrett Honors student
299,MTE 493,Pre-requisite: Barrett Honors student
300,MTE 210,Co-requisite: MAT 207
301,MTE 280,Prerequisite(s): General Studies MA course with C or better
302,MTE 412,Prerequisite(s): admission to the Professional Program; Credit is allowed for only EED 412 or MTE 412 or SPE 410
303,MTE 301,Prerequisite(s): admission to the Professional Program
304,MTE 301,Prerequisite(s): admission to the Professional Program
305,MTE 594,
306,MTE 494,
307,MTE 494,
308,MTE 250,Prerequisite(s): MAT 207 with C or better; MAT 270 with C or better; MTE 210 with C or better
309,MTE 430,Prerequisite(s): MTE 320 with C or better
310,MTE 485,Prerequisite(s): MAT 271 or minimum 45 hours
311,MTE 482,Prerequisite(s): MAT 310 with C or better; admission to the Professional Program
312,MTE 482,Prerequisite(s): MAT 310 with C or better; admission to the Professional Program
313,MTE 320,Prerequisite(s): MAT 207 with C or better; MTE 210 with C or better; MTE 250 with C or better
314,MTE 281,Prerequisite(s): General Studies MA course with C or better
315,MTE 483,Prerequisite(s): MAT 310 with C or better
316,MTE 598,Prerequisite(s): degree- or nondegree-seeking graduate student
317,MTE 598,Prerequisite(s): degree- or nondegree-seeking graduate student
318,MTE 501,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only MTE 501 or MTE 598 (Research in Undergraduate Mathematics I)
319,MTE 502,Prerequisite(s): MTE 501; Credit is allowed for only MTE 502 or MTE 598 (Research in Undergraduate Mathematics II)
320,MTE 591,
321,MTE 592,
322,MTE 294,
323,ARP 451,
324,ARP 584,Pre-requisites: Master of Architecture student; ADE 522 with a C or better
325,ARP 484,Prerequisite(s): ADE 322 with C or better; Corequisite(s): ADE 421
326,ARP 598,Herberger Institute of Design and the Arts Graduate student
327,CHE 543,Pre-requisites: Graduate Engineering student
328,CHE 799,Pre-requisites:  Chemical Engineering Doctoral student
329,CHE 484,
330,CHE 792,Pre-requisites:  Chemical Engineering Doctoral student
331,CHE 599,Pre-requisites: Chemical Engineering Master's degree student
332,CHE 499,
333,CHE 493,Pre-requisite: Barrett Honors student
334,CHE 492,Pre-requisite: Barrett Honors student
335,CHE 475,Pre-requisites: CHE 334 and 442
336,CHE 533,Prerequisite(s): graduate Engineering major. Credit is allowed for only BME 533 or CHE 533 or MAE 533
337,CHE 593,Prerequisite(s): graduate CHE major
338,CHE 592,Pre-requisites: Chemical Engineering Master's degree student
339,CHE 595,Prerequisite(s): Fulton Engineering graduate student
340,CHE 561,Prerequisite(s): Fulton Engineering graduate student
341,CHE 594,Prerequisite(s): Fulton Engineering graduate student
342,CHE 544,Prerequisite(s): Fulton Engineering graduate student
343,CHE 795,Prerequisite(s): Fulton Engineering graduate student
344,CHE 569,Prerequisite(s): graduate Engineering major; Credit is allowed for only CEE 469 or CEE 569 or CHE 469 or CHE 569
345,CHE 591,Prerequisite(s): Fulton Engineering graduate student
346,CHE 498,Prerequisite(s): Fulton Engineering undergraduate student
347,CHE 342,Prerequisite(s): Chemical Engineering BSE major; CHE 231 with C or better; Pre- or corequisite(s): MAT 267 or 272 with C or better if completed
348,CHE 432,Prerequisite(s): Chemical Engineering BSE major; CHE 433 with C or better; CHE 442 with C or better
349,CHE 384,"Prerequisite(s) with C or better: Chemical Engr BSE major; MAT 242, 342, or 343; MAT 274 or 275; Pre- or coreq(s): MAT 267 or 272 with C or better if completed; Credit allowed for only CEE 384, CHE 384, CHE 394 (Num Methods for Chemical Eng), or MAE 384"
350,CHE 211,Prerequisite(s): CHM 116 with C or better;  MAT 266 or 271 with C or better
351,CHE 334,Prerequisite(s): Chemical Engineering BSE major; CHE 231 with C or better
352,CHE 352,Prerequisite(s): Chemical Engineering BSE major; CHE 334 with C or better; CHE 342 with C or better; PHY 131 with C or better
353,CHE 433,Prerequisite(s): Fulton Engineering undergraduate student; CHE 334 with C or better; CHE 342 with C or better
354,CHE 442,Prerequisite(s): Fulton Engineering undergraduate student; CHE 334 with C or better; CHE 342 with C or better; Credit is allowed for only CHE 442 or CHE 505
355,CHE 462,Prerequisite(s): Chemical Engineering BSE major; CHE 432 with C or better; CHE 433 with C or better; CHE 442 with C or better
356,CHE 518,"Pre-requisites: Engineering Graduate student; Credit is allowed for only MSE 518, EEE 518, MAE 518, MSE 475, or CHE 518"
357,CHE 451,Prerequisite(s): Chemical Engineering BSE major; CHE 352 with C or better; CHE 384 with C or better; CHE 433 with C or better; CHE 442 with C or better
358,CHE 461,Prerequisite(s): Chemical Engineering BSE major; CHE 384 with C or better; CHE 433 with C or better; CHE 442 with C or better
359,CHE 231,Prerequisite(s): CHE 211 with C or better; MAT 267 or 272 with C or better; PHY 121 with C or better; Pre- or corequisite(s): MAT 274 or 275 with C or better if completed
360,CHE 478,Prerequisite(s): Chemical Engineering BSE major; CHM 116 with C or better; CHE 231 with C or better; Credit is allowed for only CHE 478 or CHE 578 or CHE 494 (Biomass Energy Conversion Technology) or CHE 598 (Biomass Energy Conversion Technology)
361,CHE 469,Prerequisite(s): Chemical Engr BSE major; CHE 342 OR Civil Engr BSE major; CEE 361 OR Environmental Engr BSE major; EVE 302 OR Materials Science and Engr BSE major; MSE 330; Credit is allowed for only CEE 469 or CEE 569 or CHE 469 or CHE 569
362,CHE 578,Prerequisite(s): Engineering graduate student; Credit is allowed for only CHE 478 or CHE 578 or CHE 494 (Biomass Energy Conversion Technology) or CHE 598 (Biomass Energy Conversion Technology)
363,CHE 294,
364,CHE 494,Prerequisite(s): Fulton Engineering undergraduate student
365,CHE 394,
366,CHE 598,Pre-requisite: Graduate Engineering student
367,FIN 499,Pre-requisites:  W.P. Carey Finance students with professional status
368,FIN 790,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
369,FIN 795,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
370,FIN 599,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
371,FIN 700,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
372,FIN 580,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
373,FIN 781,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
374,FIN 792,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
375,FIN 799,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
376,FIN 782,Pre-requisite: W. P. Carey degree-seeking Graduate student
377,FIN 493,Pre-requisite: Barrett Honors student
378,FIN 785,Pre-requisite: W. P. Carey degree-seeking Graduate student
379,FIN 783,Pre-requisite: W. P. Carey degree-seeking Graduate student
380,FIN 786,Pre-requisite: W. P. Carey degree-seeking graduate student
381,FIN 525,Prerequisite(s): FIN 502 with C or better; degree-seeking graduate
382,FIN 520,Prerequisite(s): FIN 502 with C or better; degree-seeking graduate
383,FIN 530,Prerequisite(s): FIN 502 with C or better; degree-seeking graduate
384,FIN 565,Pre-requisite: W. P. Carey degree-seeking graduate student
385,FIN 575,Pre-requisite: W. P. Carey degree-seeking graduate student; Credit is allowed for only FIN 575 or 591 (Finance Capstone)
386,FIN 560,Prerequisite(s): FIN 502 with C or better; degree-seeking graduate
387,FIN 550,Prerequisite(s): FIN 502 with C or better; degree-seeking graduate
388,FIN 123,Credit is allowed for only FIN 123 or 191(ASU Financial Literacy)
389,FIN 545,Pre-requisite: W. P. Carey degree-seeking graduate student; Credit is allowed for only FIN 545 or 591 (Advanced Corporate Finance)
390,FIN 540,Prerequisite(s): FIN 502 with C or better; degree-seeking graduate
391,FIN 380,"Prerequisite(s): minimum 2.00 GPA; minimum 56 hours, OR nondegree-seeking student; minimum 2.00 GPA, OR graduate student; Not for Finance major credit"
392,FIN 472,Prerequisite(s): application and selection process; Credit is allowed for only FIN 472 or FIN 494 (Investment Banking Industry Scholars)
393,FIN 501,Prerequisite(s): ASU degree-seeking graduate student
394,FIN 294,
395,FIN 331,"Prerequisite(s) with C or better: W.P. Carey BS major or Business minor; ACC 231, 232, or 261; ECN 211 or 213; ECN 212 or 214; ECN 221 or 231; MAT 211, 266, or 271; Pre- or corequisite(s): ACC 241, 242, or 271 with C or better if completed"
396,FIN 455,"Prerequisite(s): W.P. Carey Finance BS major; ACC 303, 315, or 340 with C or better; FIN 303 or 361 with C or better; FIN 331 with C or better; Credit is allowed for only FIN 455 or FIN 494 (Entrepreneurial Finance) or FIN 555"
397,FIN 194,
398,FIN 484,"Prerequisite(s): W.P.Carey BS student; Fin 300, 302 or 303 with C or better"
399,FIN 431,Prerequisite(s): W.P. Carey Finance BS major; ACC 340; FIN 303 or 361 with C or better; FIN 331 with C or better
400,FIN 361,Prerequisite(s): W.P.Carey Finance BS student; FIN 302 with C or better
401,FIN 555,Prerequisite(s): W.P. Carey degree-seeking graduate student; Credit is allowed for only FIN 455 or FIN 494 (Entrepreneurial Finance) or FIN 555
