32,	ASM 530,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
33,	ASM 543,		Pre-requisites: Graduate student (degree seeking or nondegree seeking); Credit allowed for ASM 443 or 543
34,	ASM 546,		Pre-requisite: Graduate student (degree seeking or nondegree seeking); credit is allowed for only  BIO 446, ASM 446, BIO 546 or ASM 546
35,	ASM 548,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
36,	ASM 552,		Pre-requisites: Graduate student (degree seeking or nondegree seeking); Credit is allowed for only ASM 452 or ASM 552
37,	ASM 555,		Prerequisite(s): Anthropology graduate student OR ASM 341
38,	ASM 560,		Prerequisite(s): degree- or nondegree-seeking graduate student
39,	ASM 565,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
40,	ASM 568,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
41,	ASM 570,		Pre-requisites: Graduate student (degree or non-degree); Credit is allowed for only ASM, BIO, or SOS 57O
42,	ASM 573,		Prerequisite(s): degree- or nondegree-seeking graduate student
43,	ASM 579,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
44,	ASM 583,		Prerequisite(s): degree- or nondegree-seeking graduate student
45,	ASM 590,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
46,	ASM 591,		Prerequisite(s): degree- or nondegree-seeking graduate student
47,	ASM 594,		Prerequisite(s): degree- or nondegree-seeking graduate student
48,	ASM 598,		Prerequisite(s): degree- or nondegree-seeking graduate student
49,	ASM 611,		Pre-requisite: Graduate student (degree seeking or nondegree seeking); ASM 555
50,	ASM 792,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
51,	ASM 799,		Pre-requisites: Graduate student (degree seeking or nondegree seeking)
1,	TAM 505,		Prerequisite(s): degree- or nondegree-seeking graduate student
2,	TAM 511,		Prerequisite(s): degree- or nondegree-seeking graduate student
3,	TAM 521,		Prerequisite(s): degree- or nondegree-seeking graduate student
4,	TAM 530,		Prerequisite(s): degree- or nondegree-seeking graduate student
5,	TAM 531,		Prerequisite(s): degree- or nondegree-seeking graduate student
6,	TAM 534,		Prerequisite(s): TAM 511; TAM 541; TGM 505; TGM 540; TGM 551; TGM 579
7,	TAM 541,		Prerequisite(s): degree- or nondegree-seeking graduate student
8,	TAM 542,		Prerequisite(s): Thunderbird graduate student
9,	TAM 557,		Prerequisite(s): degree- or nondegree-seeking graduate student
10,	TAM 582,		Prerequisite(s): degree- or nondegree-seeking graduate student
11,	TAM 589,		Prerequisite(s): degree- or nondegree-seeking graduate student
12,	TAM 597,		Prerequisite(s): TAM 511; TAM 521; TAM 534; TAM 541; TGM 505; TGM 540; TGM 551; TGM 579
1,	EXW 100,		Credit is allowed for only EXW, HSC or KIN 100
2,	EXW 101,		Credit is allowed for only EXW 101 or EXW 290 or EXW 300
3,	EXW 194,		
4,	EXW 214,		Prerequisite(s): Exercise and Wellness major or enrolled in Personal Fitness Training certificate
5,	EXW 215,		
6,	EXW 216,		Prerequisite(s): Exercise and Wellness major or enrolled in Personal Fitness Training certificate
7,	EXW 217,		
8,	EXW 218,		Prerequisite(s): Exercise and Wellness major or enrolled in Personal Fitness Training certificate
9,	EXW 294,		
10,	EXW 302,		
11,	EXW 315,		Prerequisite(s): BIO 160 with C or better, or both BIO 201 and 202 with C or better; Corequisite(s): EXW 316; Pre- or corequisite(s): EXW 101 or KIN 101 with C or better if completed
12,	EXW 316 <span class="lab-designation">(LAB)</span>,		Prerequisite(s): BIO 160 with C or better or both BIO 201 and 202 with C or better; Corequisite(s): Exercise and Wellness BS major; EXW 315
13,	EXW 321,		Prerequisite(s): minimum 45 hours; Credit is allowed for only EXW 321 or HEP 361 (EXW 361)
14,	EXW 325,		Pre-requisites: ENG 101; Minimum 30 hours
15,	EXW 330,		Prerequisite(s): BIO 160 or 201 with C or better; Pre- or corequisite(s): EXW 101 or KIN 101 with C or better if completed
16,	EXW 331,		Prerequisite(s): minimum 45 hours; Credit is allowed for only EXW 331 or HEP 371 (EXW 371)
17,	EXW 335,		Prerequisite(s): minimum 45 hours
18,	EXW 340,		Prerequisite(s): PSY 101; minimum 45 hours; Credit is allowed for only EXW 340 or EXW 342 or HSC 340 or NTR 350
19,	EXW 342,		Prerequisite(s): PSY 101; minimum 45 hours; Credit is allowed for only EXW 340 or EXW 342 or HSC 340 or NTR 350
20,	EXW 344,		Prerequisite(s): BIO 160 or 201 with C or better
21,	EXW 351,		Prerequisite(s): minimum 45 hours; Credit is allowed for only EXW 251 (or EXW 312) or EXW 351
22,	EXW 394,		
23,	EXW 400,		Prerequisite(s): PSY 101; minimum 60 hours
24,	EXW 412,		Prerequisite(s): EXW 315 or KIN 340; Credit is allowed for only EXW 412 or KIN 446 or EXW 494 (Pediatric Obesity) or KIN 494 (Pediatric Obesity)
25,	EXW 420,		Prerequisite(s) with C or better: EXW 214; EXW 216; EXW 218; EXW 315; EXW 316; EXW 330 or EXW 215; EXW 217; EXW 315; EXW 316; EXW 330; Pre- or corequisite(s): EXW 342 with C or better if completed
26,	EXW 425,		Prerequisite(s): EXW 315 with C or better; EXW 316 with C or better; Pre- or corequisite(s): EXW 342
27,	EXW 442,		Prerequisite(s): EXW 342 with C or better; Credit is allowed for only EXW 442 or EXW 494 (Motivational Interviewing)
28,	EXW 446,		Prerequisite(s): EXW 101 with C or better; Pre- or corequisite(s): EXW 342
29,	EXW 450,		Prerequisite(s): minimum 60 hours
30,	EXW 484,		Prerequisite(s): Exercise and Wellness major; EXW 420 with C or better; minimum 2.00 GPA OR Health Education and Health Promotion major; EXW 284 with C or better; EXW 476 (or EXW 436) with C or better
31,	EXW 492,		Prerequisite(s): Barrett Honors student
32,	EXW 493,		Prerequisite(s): Barrett Honors student
33,	EXW 494,		
34,	EXW 499,		
35,	EXW 500,		Prerequisite(s): degree- or nondegree-seeking graduate student
36,	EXW 501,		Prerequisite(s): degree- or nondegree-seeking graduate student
37,	EXW 510,		Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only EXW 510 or EXW 598 (Obesity Perspectives and Prescription) or HEP 410 (EXW 410)
38,	EXW 530,		Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only EXW 530 or SSP 460 (or EXW 460) or EXW 598 (Resistance Training Application and Theory) or EXW 598 (Theory of Strength Training)
39,	EXW 534,		Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only EXW 434 or EXW 494 (Sports and Fitness Conditioning) or EXW 534
40,	EXW 535,		Prerequisite(s): degree- or nondegree-seeking graduate student
41,	EXW 536,		Prerequisite(s): degree- or nondegree-seeking graduate student
42,	EXW 538,		Prerequisite(s): degree- or nondegree-seeking graduate student
43,	EXW 540,		Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only EXW 540 or EXW 598 (Mindfulness Stress and Health)
44,	EXW 542,		Prerequisite(s): degree- or nondegree-seeking graduate student
45,	EXW 544,		Prerequisite(s): degree- or nondegree-seeking graduate student
46,	EXW 554,		Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only EXW 554 or HEP 454 (EXW 454)
47,	EXW 556,		Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only EXW 556 or EXW 598 (Program Evaluation)
48,	EXW 560,		Prerequisite(s): degree- or nondegree-seeking graduate student
49,	EXW 562,		Prerequisite(s): MS Clinical Exercise Physiology or Exercise and Wellness major
50,	EXW 564,		Pre-requisite: EXW 542
51,	EXW 565,		Clinical Exercise Physiology MS students
52,	EXW 568,		Pre-requisite:  EXW 560
53,	EXW 584,		Prerequisite(s): degree- or nondegree-seeking graduate student
54,	EXW 590,		Prerequisite(s): degree- or nondegree-seeking graduate student
55,	EXW 591,		Prerequisite(s): degree- or nondegree-seeking graduate student
56,	EXW 592,		Prerequisite(s): degree- or nondegree-seeking graduate student
57,	EXW 593,		Prerequisite(s): degree- or nondegree-seeking graduate student
58,	EXW 595,		Prerequisite(s): degree- or nondegree-seeking graduate student
59,	EXW 597,		Prerequisite(s): EXW 500; EXW 501; EXW 536; EXW 542; EXW 591
60,	EXW 598,		Prerequisite(s): degree- or nondegree-seeking graduate student
61,	EXW 599,		Prerequisite(s): degree- or nondegree-seeking graduate student
62,	EXW 635,		Prerequisite(s): degree- or nondegree-seeking graduate student
63,	EXW 640,		Prerequisite(s): degree- or nondegree-seeking graduate student
64,	EXW 641,		Prerequisite(s): degree- or nondegree-seeking graduate student
65,	EXW 642,		Prerequisite(s): EXW 500 with C or better; EXW 501 with C or better
66,	EXW 643,		Prerequisite(s): degree- or nondegree-seeking graduate student
67,	EXW 645,		Prerequisite(s): EXW 640
68,	EXW 655,		Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only EXW 655 or EXW 598 (Pa Pub Health)
69,	EXW 691,		Prerequisite(s): degree- or nondegree-seeking graduate student
70,	EXW 692,		Prerequisite(s): degree- or nondegree-seeking graduate student
71,	EXW 700,		Prerequisite(s): degree- or nondegree-seeking graduate student
72,	EXW 701,		Prerequisite(s): EXW 700
73,	EXW 780,		Prerequisite(s): Exercise and Nutritional Sciences PhD student
74,	EXW 784,		Prerequisite(s): degree- or nondegree-seeking graduate student
75,	EXW 791,		Prerequisite(s): degree- or nondegree-seeking graduate student
76,	EXW 792,		Prerequisite(s): degree- or nondegree-seeking graduate student
77,	EXW 799,		Prerequisite(s): degree- or nondegree-seeking graduate student
1,	POP 100,		Credit is allowed for only HCD 101 or POP 100 (or PBH 100)
2,	POP 444,		Prerequisite(s): EXW 450; HCD 101 or POP 100
1,	SAO 196,		
2,	SAO 596,		
1,	HCS 580,		Prerequisite(s): degree- or nondegree-seeking graduate student
2,	HCS 593,		Prerequisite(s): degree- or nondegree-seeking graduate student
1,	CRJ 100,		
2,	CRJ 201,		
3,	CRJ 203,		
4,	CRJ 204,		
5,	CRJ 210,		Prerequisite(s): CRJ 100 with C or better
6,	CRJ 211,		Prerequisite(s): CRJ 100 with C or better
7,	CRJ 230,		
8,	CRJ 240,		
9,	CRJ 260,		
10,	CRJ 270,		
11,	CRJ 284,		Prerequisite(s): CRJ 100 with C or better
12,	CRJ 294,		
13,	CRJ 300,		Prerequisite(s): ENG 102, 105, or 108 with C or better
14,	CRJ 302,		Prerequisite(s): CRJ 100 with C or better; CRJ 201 with C or better; MAT 117, 119, 142, 170, 210, or 270 with C or better
15,	CRJ 303,		Prerequisite(s): CRJ 100 with C or better; CRJ 201 with C or better; MAT 117, 119, 142, 170, 210, or 270 with C or better
16,	CRJ 305,		Prerequisite(s): CRJ 100 with C or better; CRJ 201 with C or better; junior or senior standing
17,	CRJ 306,		Prerequisite(s): CRJ 100 with C or better; CRJ 201 with C or better; junior or senior standing
18,	CRJ 309,		Prerequisite(s) w/ C or better: Criminology &amp; Crim Justice or Pub Serv &amp; Pub Policy (Criminology) major; CRJ 100; CRJ 201; min 56 hours OR Psychology (Forensic Psych) BA or BS major; Credit is allowed for only CRJ 309 (or CRJ 225) or CRJ 414 (or CRJ 308)
19,	CRJ 315,		Prerequisite(s): CRJ 100, JUS 105, or JUS 305 with C or better; CRJ 230 with C or better
20,	CRJ 317,		Prerequisite(s): minimum 45 hours; Credit is allowed for only CRJ 317 or CRJ 494 (Inside-Out Prison Exchange)
21,	CRJ 321,		Prerequisite(s): CRJ 100 with C or better; CRJ 201 with C or better; junior or senior standing OR General Studies BA major OR Interdisciplinary Studies BIS major
22,	CRJ 350,		Prerequisite(s): CRJ 100 with C or better; CRJ 201 with C or better; junior or senior standing OR General Studies BA major OR Interdisciplinary Studies BIS major
23,	CRJ 394,		
24,	CRJ 403,		Prereq(s) w/ C or better: Crimnlgy &amp; Crim Just mjr; CRJ 302; CRJ 303 OR Law &amp; Hmn Behav cert; CRJ 302; CRJ 303 OR Law &amp; Hmn Behav cert; PSY 230; PSY 290 OR Pub Serv &amp; Pub Pol (Crimnlgy or Emergency Mgt &amp; Homeland Sec or Law &amp; Pol) mjr; PAF 301; PAF 302
25,	CRJ 404,		Prerequisite(s): CRJ 302 with C or better; CRJ 303 with C or better OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301 with C or better; PAF 302 with C or better
26,	CRJ 405,		Prerequisite(s): CRJ 302 with C or better; CRJ 303 with C or better OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301 with C or better; PAF 302 with C or better
27,	CRJ 406,		Prereq(s) w/ C or better: Crimnlgy &amp; Crim Just mjr; CRJ 302; CRJ 303 OR Law &amp; Hmn Behav cert; CRJ 302; CRJ 303 OR Law &amp; Hmn Behav cert; PSY 230; PSY 290 OR Pub Serv &amp; Pub Pol (Crimnlgy or Emergency Mgt &amp; Homeland Sec or Law &amp; Pol) mjr; PAF 301; PAF 302
28,	CRJ 408,		Prerequisite(s): CRJ 302 with C or better; CRJ 303 with C or better OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301 with C or better; PAF 302 with C or better
29,	CRJ 409,		Prerequisite(s): CRJ 302 with C or better; CRJ 303 with C or better OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301 with C or better; PAF 302 with C or better
30,	CRJ 410,		Prereq(s) w/ C or better: Crimnlgy &amp; Crim Just mjr; CRJ 302; CRJ 303 OR Law &amp; Hmn Behav cert; CRJ 302; CRJ 303 OR Law &amp; Hmn Behav cert; PSY 230; PSY 290 OR Pub Serv &amp; Pub Pol (Crimnlgy or Emergency Mgt &amp; Homeland Sec or Law &amp; Pol) mjr; PAF 301; PAF 302
31,	CRJ 411,		Prereq(s) with C or better: Criminology &amp; Criminal Justice major; CRJ 302; CRJ 303 OR Correctional Studies cert; CRJ 100 OR Public Service &amp; Public Policy (Criminology, Emergency Management &amp; Homeland Security, or Law &amp; Policy) major; PAF 301; PAF 302
32,	CRJ 412,		Prereq(s) w/C or better: Criminology &amp; Crim Justice major; CRJ 302; CRJ 303 OR Public Serv &amp; Public Policy (Criminology or Emrgncy Mgt &amp; Homeland Sec or Law &amp; Policy) major; PAF 301; PAF 302. Credit is allowed for only CRJ 412 or CRJ 494 (Intl Terrorism)
33,	CRJ 414,		Prerequisite(s): Criminology &amp; Crim Jus major: CRJ 302 w/ C or better; CRJ 303 with a C or better OR Law &amp; Humn Behavr Cert Students: CRJ 100 with a C or better; min junior standing; Credit is allowed for only CRJ 309 (or CRJ 225) or CRJ 414 (or CRJ 308)
34,	CRJ 417,		Prerequisite(s) with C or better: Criminology &amp; Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service &amp; Public Policy (Criminology or Emergency Management &amp; Homeland Security or Law and Policy) BS major; PAF 301; PAF 302
35,	CRJ 419,		Prerequisite(s) with C or better: Criminology &amp; Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service &amp; Public Policy (Criminology or Emergency Management &amp; Homeland Security or Law and Policy) BS major; PAF 301; PAF 302
36,	CRJ 422,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301; PAF 302
37,	CRJ 423,		Prerequisite(s): ENG 102, 105, or 108 with C or better; Credit is allowed for only CRJ 423 or FOR 413 or REL 413 or FOR 494 (Sacred Crimes: Religion, Violence and Criminality) or REL 494 (Sacred Crimes: Religion, Violence and Criminality)
38,	CRJ 433,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301; PAF 302
39,	CRJ 434,		Prerequisite(s): w/ min C: Crmnlgy &amp; Crim Just major: CRJ 302; CRJ 303 OR Law &amp; Human Behavior cert: CRJ 302; CRJ 303 or PSY 230; PSY 290 OR Public Serv &amp; Public Pol (Criminology or Emergency Mgt &amp; Homeland Sec or Law &amp; Pol) major: PAF 301; PAF 302
40,	CRJ 435,		Prerequisite(s): w/ min C: Crmnlgy&amp;Crim Just maj: CRJ 302; 303 OR Law&amp;Hum Behav cert: CRJ 302; 303 or PSY 230; 290 OR Publ Srv&amp;Publ Pol (Crmnlgy or Emer Mgt&amp;Hmlnd Sec or Law&amp;Pol) maj: PAF 301; 302; Credit for only CRJ 435 or 494 (Crime&amp;Mntl Illness)
41,	CRJ 443,		Prerequisite(s) with C or better: Criminology and Criminal Justice major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology or Emergency Management and Homeland Security or Law and Policy) major; PAF 301; PAF 302
42,	CRJ 444,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology or Emergency Management and Homeland Security or Law and Policy) BS major; PAF 301; PAF 302
43,	CRJ 445,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301; PAF 302
44,	CRJ 450,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301; PAF 302
45,	CRJ 455,		Prerequisite(s): CRJ 201 with C or better; minimum junior standing; Credit is allowed for only CRJ 455 or CRJ 555 or CRJ 494 (Police and Int'l Terrorism-Israel)
46,	CRJ 456,		Prerequisite(s): CRJ 201 with C or better; minimum junior standing; Credit is allowed for only CRJ 456 or CRJ 556 or CRJ 494 (Etiology of Martyrdom)
47,	CRJ 461,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301; PAF 302
48,	CRJ 462,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security, or Law and Policy) BS major; PAF 301; PAF 302
49,	CRJ 463,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology or Emergency Management and Homeland Security or Law and Policy) BS major; PAF 301; PAF 302
50,	CRJ 464,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology or Emergency Management and Homeland Security or Law and Policy) BS major; PAF 301; PAF 302
51,	CRJ 470,		Prerequisite(s) with C or better: Criminology and Criminal Justice BS major; CRJ 302; CRJ 303 OR Public Service and Public Policy (Criminology, Emergency Management and Homeland Security or Law and Policy) BS major; PAF 301; PAF 302
52,	CRJ 474,		Prerequisite(s): PSY 366; Credit is allowed for only CRJ 474 or PSY 474
53,	CRJ 484,		Prerequisite(s): minimum 45 hours
54,	CRJ 492,		Prerequisite(s) with C or better: Barrett Honors stdnt; Criminology &amp; Criminal Justice BS major; CRJ 302; CRJ 303 OR Barrett Honors stdnt; Public Serv &amp; Public Policy (Criminology, Emrgncy Mgt &amp; Homeland Sec, or Law &amp; Policy) BS major; PAF 301; PAF 302
55,	CRJ 493,		Prerequisite(s) with C or better: Barrett Honors stdnt; Criminology &amp; Criminal Justice BS major; CRJ 302; CRJ 303 OR Barrett Honors stdnt; Public Serv &amp; Public Policy (Criminology, Emrgncy Mgt &amp; Homeland Sec, or Law &amp; Policy) BS major; PAF 301; PAF 302
56,	CRJ 494,		Prereqs with C or better: Criminology &amp; Crim Justice BS major; CRJ 302; CRJ 303 OR Law &amp; Human Behav cert; CRJ 302; CRJ 303 or PSY 230; PSY 290 OR Pub Srv &amp; Pub Policy (Criminology, Emrgncy Mgt &amp; Homeland Sec, or Law &amp; Policy) BS major; PAF 301; PAF 302
57,	CRJ 496,		Prerequisite(s) with C or better: Criminology &amp; Criminal Justice BS major; CRJ 302; minimum junior standing OR Public Service &amp; Public Policy (Criminology, Emergency Mgmnt &amp; Homeland Security, or Law &amp; Policy) BS major; PAF 302; minimum junior standing
58,	CRJ 499,		Prerequisite(s): minimum 45 hours
59,	CRJ 501,		Prerequisite(s): Criminal Justice MA student OR Criminology &amp; Criminal Justice MS student OR Forensic Psychology MS student OR Criminology &amp; Criminal Justice PHD student
60,	CRJ 502,		Prerequisite(s): Criminal Justice MA student OR Criminology &amp; Criminal Justice MS student OR Forensic Psychology MS student OR Criminology &amp; Criminal Justice PHD student
61,	CRJ 503,		Pre-requisite: Master of Arts in Criminal Justice or Master of Science in Criminology &amp; Criminal Justice or PhD in Criminology &amp; Criminal Justice students
62,	CRJ 504,		Pre-requisite: Master of Arts in Criminal Justice or Master of Science in Criminology &amp; Criminal Justice or PhD in Criminology &amp; Criminal Justice students
63,	CRJ 505,		Prerequisite(s): Criminal Justice MA or Criminology and Criminal Justice MS or PhD student; CRJ 501; CRJ 502
64,	CRJ 510,		Pre-requisite: Master of Arts in Criminal Justice or Master of Science in Criminology &amp; Criminal Justice or PhD in Criminology &amp; Criminal Justice students
65,	CRJ 511,		Prerequisite(s): Criminal Justice MA student OR Criminology &amp; Criminal Justice MS student OR Forensic Psychology MS student OR Criminology &amp; Criminal Justice PHD student
66,	CRJ 512,		Pre-requisite: Master of Arts in Criminal Justice or Master of Science in Criminology &amp; Criminal Justice or PhD in Criminology &amp; Criminal Justice students
